"Shape","Size_or_Ratio","Day","Area","BPM_gcamp","Maximum","FWHM","T0","T50","T75","BeatRatePeak_bpm","Time_Int_sec","Max_Contract_pixsec","Max_Relax","Group","ShapeGroup"
"Star",1,18,0.438267212983362,0.120279188473429,0.67353456835348,1.17033142491465,1.35394813512548,1.04521791394506,0.926068223558229,0.0604349451948505,0.716287804653925,-0.294749446326056,-0.2722494119463,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-1.32433728431133,-1.559157017486,-0.108705480805733,7.45803943649466,3.33929541693004,7.47800894304827,7.42482887686534,-1.52448052602544,8.08769451362735,-0.341618584417384,-0.927109449354074,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-1.21947703556554,-1.34841994234451,-0.166937279976561,4.74157532664207,2.69584892275423,4.61610037594918,4.48867877720529,-1.16797788337921,3.86896969638101,-0.135586920301751,-0.51910832521206,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-1.18522514297472,-0.371967385153371,-0.512173278644316,2.69552337698985,2.40633418971674,2.30286426799947,2.27028496771924,-0.430200912536207,1.97346806405256,-0.243568347530325,-0.341243503442043,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-1.18337048980448,-1.47468322559849,-0.704578321728653,4.40182437004013,2.5303430003678,4.2936737156478,4.19613478745567,-1.40599569394632,4.00505796378059,-0.547204358354419,-1.01356366413868,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-1.23606368554904,-0.830509480625671,-0.86070193501214,2.13101541451875,1.95348489479061,1.92524399957861,1.91762564969512,-0.610858541812085,1.2735929209451,-0.346665250529705,-0.505014501954871,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-1.46430440760586,-0.56068961662739,-0.468409205453238,1.15360970948371,2.19957241787247,0.70109776593063,0.762133032372879,-0.508509259379426,0.602879959142564,-0.491442751360357,-0.495395177982731,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,-0.864606908757634,-1.30249275190878,-0.381216585268926,0.684372648775541,2.13829179937953,0.3480506517334,0.465270412718481,-1.15732664909749,0.347716608794712,-0.13760355997314,0.163755559809532,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,1.06852045165051,-0.834076024915415,-0.00147253550941754,0.0491189671735453,0.765750702504315,0.0417501238912675,0.224031746237616,-0.470185483640903,-0.417773442248844,-0.590268229126116,-0.544144361166845,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,0.542022561968158,-0.432052867956385,-0.087892217903816,0.149277754985523,1.34478016857929,-0.0382086162191983,0.0829852935475871,-0.339233614346383,-0.188124132507665,0.245684650936974,0.843494863521613,"Star 1to1 Day 18","Star 1to1"
